threshold,min_results,max_results,retrieval_weight,llm_weight,recall,precision,f1,avg_result_count,kb1_recall,kb2_recall,kb3_recall,exact_match,any_match
0.45,12,18,0.0,1.0,0.6841485200891502,0.3986928104575163,0.4919699682899181,18.0,0.7855275443510737,0.6357843137254902,0.4068627450980392,0.0,1.0
0.45,14,18,0.0,1.0,0.6841485200891502,0.3986928104575163,0.4919699682899181,18.0,0.7855275443510737,0.6357843137254902,0.4068627450980392,0.0,1.0
0.45,16,18,0.0,1.0,0.6841485200891502,0.3986928104575163,0.4919699682899181,18.0,0.7855275443510737,0.6357843137254902,0.4068627450980392,0.0,1.0
0.45,18,18,0.0,1.0,0.6841485200891502,0.3986928104575163,0.4919699682899181,18.0,0.7855275443510737,0.6357843137254902,0.4068627450980392,0.0,1.0
0.5,18,18,0.0,1.0,0.6841485200891502,0.3986928104575163,0.4919699682899181,18.0,0.7855275443510737,0.6357843137254902,0.4068627450980392,0.0,1.0
0.55,18,18,0.0,1.0,0.6841485200891502,0.3986928104575163,0.4919699682899181,18.0,0.7855275443510737,0.6357843137254902,0.4068627450980392,0.0,1.0
0.6,18,18,0.0,1.0,0.6841485200891502,0.3986928104575163,0.4919699682899181,18.0,0.7855275443510737,0.6357843137254902,0.4068627450980392,0.0,1.0
0.5,14,24,0.1,0.9,0.6500618551201323,0.4115769494776051,0.49187505348656774,16.529411764705884,0.717436974789916,0.651470588235294,0.41666666666666663,0.0,1.0
0.6,18,20,0.0,1.0,0.686822316880594,0.39690402476780184,0.49143010087836325,18.176470588235293,0.7855275443510737,0.6455882352941176,0.4068627450980392,0.0,1.0
0.5,8,18,0.0,1.0,0.6820476797530157,0.39850057670126876,0.49130480039948005,17.941176470588236,0.7818510737628385,0.6357843137254902,0.4068627450980392,0.0,1.0
0.5,10,18,0.0,1.0,0.6820476797530157,0.39850057670126876,0.49130480039948005,17.941176470588236,0.7818510737628385,0.6357843137254902,0.4068627450980392,0.0,1.0
0.5,12,18,0.0,1.0,0.6820476797530157,0.39850057670126876,0.49130480039948005,17.941176470588236,0.7818510737628385,0.6357843137254902,0.4068627450980392,0.0,1.0
0.5,14,18,0.0,1.0,0.6820476797530157,0.39850057670126876,0.49130480039948005,17.941176470588236,0.7818510737628385,0.6357843137254902,0.4068627450980392,0.0,1.0
0.5,16,18,0.0,1.0,0.6820476797530157,0.39850057670126876,0.49130480039948005,17.941176470588236,0.7818510737628385,0.6357843137254902,0.4068627450980392,0.0,1.0
0.5,18,22,0.0,1.0,0.7460616142038015,0.37517077006241095,0.48966150313981865,21.147058823529413,0.8288165266106442,0.7352941176470589,0.46078431372549017,0.0,1.0
0.5,8,22,0.0,1.0,0.743960773867667,0.37497853630616335,0.4889963352493806,21.08823529411765,0.8251400560224089,0.7352941176470589,0.46078431372549017,0.0,1.0
0.5,10,22,0.0,1.0,0.743960773867667,0.37497853630616335,0.4889963352493806,21.08823529411765,0.8251400560224089,0.7352941176470589,0.46078431372549017,0.0,1.0
0.5,12,22,0.0,1.0,0.743960773867667,0.37497853630616335,0.4889963352493806,21.08823529411765,0.8251400560224089,0.7352941176470589,0.46078431372549017,0.0,1.0
0.5,14,22,0.0,1.0,0.743960773867667,0.37497853630616335,0.4889963352493806,21.08823529411765,0.8251400560224089,0.7352941176470589,0.46078431372549017,0.0,1.0
0.5,16,22,0.0,1.0,0.743960773867667,0.37497853630616335,0.4889963352493806,21.08823529411765,0.8251400560224089,0.7352941176470589,0.46078431372549017,0.0,1.0
0.5,16,22,0.1,0.9,0.6592403928453828,0.40107115625122364,0.4869053270142716,17.205882352941178,0.7302170868347339,0.6563725490196078,0.41666666666666663,0.0,1.0
0.45,8,22,0.0,1.0,0.7497380847920367,0.37102448634956375,0.486369220167908,21.470588235294116,0.8288165266106442,0.7450980392156863,0.46078431372549017,0.0,1.0
0.45,10,22,0.0,1.0,0.7497380847920367,0.37102448634956375,0.486369220167908,21.470588235294116,0.8288165266106442,0.7450980392156863,0.46078431372549017,0.0,1.0
0.45,12,22,0.0,1.0,0.7497380847920367,0.37102448634956375,0.486369220167908,21.470588235294116,0.8288165266106442,0.7450980392156863,0.46078431372549017,0.0,1.0
0.45,14,22,0.0,1.0,0.7497380847920367,0.37102448634956375,0.486369220167908,21.470588235294116,0.8288165266106442,0.7450980392156863,0.46078431372549017,0.0,1.0
0.45,16,22,0.0,1.0,0.7497380847920367,0.37102448634956375,0.486369220167908,21.470588235294116,0.8288165266106442,0.7450980392156863,0.46078431372549017,0.0,1.0
0.45,18,22,0.0,1.0,0.7497380847920367,0.37102448634956375,0.486369220167908,21.470588235294116,0.8288165266106442,0.7450980392156863,0.46078431372549017,0.0,1.0
0.5,18,22,0.1,0.9,0.6868177294841381,0.38993361299862844,0.48604216641265685,18.529411764705884,0.7589285714285714,0.6901960784313725,0.41666666666666663,0.0,1.0
0.5,16,24,0.1,0.9,0.6592403928453828,0.4001798906540757,0.4860402751111574,17.264705882352942,0.7302170868347339,0.6563725490196078,0.41666666666666663,0.0,1.0
0.45,18,22,0.1,0.9,0.7403792096630377,0.37214683321494463,0.4856176828018711,21.176470588235293,0.8160364145658263,0.7352941176470589,0.4681372549019608,0.0,1.0
0.5,18,20,0.0,1.0,0.7128717696385243,0.3806329549363605,0.4855777586326861,19.794117647058822,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.5,18,24,0.1,0.9,0.6868177294841381,0.3890423474014805,0.48517711450954265,18.58823529411765,0.7589285714285714,0.6901960784313725,0.41666666666666663,0.0,1.0
0.45,8,22,0.1,0.9,0.7382783693269034,0.371954599458697,0.48495251491143304,21.11764705882353,0.812359943977591,0.7352941176470589,0.4681372549019608,0.0,1.0
0.45,10,22,0.1,0.9,0.7382783693269034,0.371954599458697,0.48495251491143304,21.11764705882353,0.812359943977591,0.7352941176470589,0.4681372549019608,0.0,1.0
0.45,12,22,0.1,0.9,0.7382783693269034,0.371954599458697,0.48495251491143304,21.11764705882353,0.812359943977591,0.7352941176470589,0.4681372549019608,0.0,1.0
0.45,14,22,0.1,0.9,0.7382783693269034,0.371954599458697,0.48495251491143304,21.11764705882353,0.812359943977591,0.7352941176470589,0.4681372549019608,0.0,1.0
0.45,16,22,0.1,0.9,0.7382783693269034,0.371954599458697,0.48495251491143304,21.11764705882353,0.812359943977591,0.7352941176470589,0.4681372549019608,0.0,1.0
0.5,8,20,0.0,1.0,0.7107709293023898,0.3804407211801129,0.484912590742248,19.735294117647058,0.8127684407096172,0.6784313725490196,0.4068627450980392,0.0,1.0
0.5,10,20,0.0,1.0,0.7107709293023898,0.3804407211801129,0.484912590742248,19.735294117647058,0.8127684407096172,0.6784313725490196,0.4068627450980392,0.0,1.0
0.5,12,20,0.0,1.0,0.7107709293023898,0.3804407211801129,0.484912590742248,19.735294117647058,0.8127684407096172,0.6784313725490196,0.4068627450980392,0.0,1.0
0.5,14,20,0.0,1.0,0.7107709293023898,0.3804407211801129,0.484912590742248,19.735294117647058,0.8127684407096172,0.6784313725490196,0.4068627450980392,0.0,1.0
0.5,16,20,0.0,1.0,0.7107709293023898,0.3804407211801129,0.484912590742248,19.735294117647058,0.8127684407096172,0.6784313725490196,0.4068627450980392,0.0,1.0
0.55,18,22,0.1,0.9,0.6777346845014391,0.3915775401069519,0.4845563586927983,18.176470588235293,0.7465569561157797,0.6828431372549019,0.41666666666666663,0.0,1.0
0.5,16,20,0.1,0.9,0.651627936097978,0.4005682278071187,0.4844366734308172,17.0,0.722047152194211,0.6465686274509804,0.41666666666666663,0.0,1.0
0.55,18,24,0.1,0.9,0.6777346845014391,0.3906862745098039,0.4836913067896841,18.235294117647058,0.7465569561157797,0.6828431372549019,0.41666666666666663,0.0,1.0
0.5,18,20,0.1,0.9,0.6792052727367333,0.38943068455452357,0.48357351282920247,18.323529411764707,0.7507586367880486,0.6803921568627451,0.41666666666666663,0.0,1.0
0.4,8,22,0.0,1.0,0.7535690289343995,0.3669213139801375,0.4831999059946469,21.88235294117647,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.4,10,22,0.0,1.0,0.7535690289343995,0.3669213139801375,0.4831999059946469,21.88235294117647,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.4,12,22,0.0,1.0,0.7535690289343995,0.3669213139801375,0.4831999059946469,21.88235294117647,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.4,14,22,0.0,1.0,0.7535690289343995,0.3669213139801375,0.4831999059946469,21.88235294117647,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.4,16,22,0.0,1.0,0.7535690289343995,0.3669213139801375,0.4831999059946469,21.88235294117647,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.4,18,22,0.0,1.0,0.7535690289343995,0.3669213139801375,0.4831999059946469,21.88235294117647,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.45,8,20,0.0,1.0,0.7128717696385243,0.3777089783281734,0.4828377342141627,19.941176470588236,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.45,10,20,0.0,1.0,0.7128717696385243,0.3777089783281734,0.4828377342141627,19.941176470588236,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.45,12,20,0.0,1.0,0.7128717696385243,0.3777089783281734,0.4828377342141627,19.941176470588236,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.45,14,20,0.0,1.0,0.7128717696385243,0.3777089783281734,0.4828377342141627,19.941176470588236,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.45,16,20,0.0,1.0,0.7128717696385243,0.3777089783281734,0.4828377342141627,19.941176470588236,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.45,18,20,0.0,1.0,0.7128717696385243,0.3777089783281734,0.4828377342141627,19.941176470588236,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.25,8,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.25,10,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.25,12,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.25,14,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.25,16,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.25,18,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.3,8,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.3,10,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.3,12,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.3,14,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.3,16,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.3,18,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.35,8,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.35,10,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.35,12,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.35,14,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.35,16,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.35,18,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.4,8,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.4,10,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.4,12,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.4,14,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.4,16,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.4,18,20,0.0,1.0,0.7128717696385243,0.3764705882352941,0.48177047390814803,20.0,0.8164449112978525,0.6784313725490196,0.4068627450980392,0.0,1.0
0.35,8,22,0.0,1.0,0.7535690289343995,0.3653552330022918,0.48174084428890596,21.970588235294116,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.35,10,22,0.0,1.0,0.7535690289343995,0.3653552330022918,0.48174084428890596,21.970588235294116,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.35,12,22,0.0,1.0,0.7535690289343995,0.3653552330022918,0.48174084428890596,21.970588235294116,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.35,14,22,0.0,1.0,0.7535690289343995,0.3653552330022918,0.48174084428890596,21.970588235294116,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.35,16,22,0.0,1.0,0.7535690289343995,0.3653552330022918,0.48174084428890596,21.970588235294116,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.35,18,22,0.0,1.0,0.7535690289343995,0.3653552330022918,0.48174084428890596,21.970588235294116,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.55,18,20,0.1,0.9,0.6718523315602627,0.3897058823529412,0.48161518222221,18.11764705882353,0.741654995331466,0.6730392156862745,0.41666666666666663,0.0,1.0
0.25,8,22,0.0,1.0,0.7535690289343995,0.3649732620320855,0.4812739908808761,22.0,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.25,10,22,0.0,1.0,0.7535690289343995,0.3649732620320855,0.4812739908808761,22.0,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.25,12,22,0.0,1.0,0.7535690289343995,0.3649732620320855,0.4812739908808761,22.0,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.25,14,22,0.0,1.0,0.7535690289343995,0.3649732620320855,0.4812739908808761,22.0,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.25,16,22,0.0,1.0,0.7535690289343995,0.3649732620320855,0.4812739908808761,22.0,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.25,18,22,0.0,1.0,0.7535690289343995,0.3649732620320855,0.4812739908808761,22.0,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.3,8,22,0.0,1.0,0.7535690289343995,0.3649732620320855,0.4812739908808761,22.0,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.3,10,22,0.0,1.0,0.7535690289343995,0.3649732620320855,0.4812739908808761,22.0,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.3,12,22,0.0,1.0,0.7535690289343995,0.3649732620320855,0.4812739908808761,22.0,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.3,14,22,0.0,1.0,0.7535690289343995,0.3649732620320855,0.4812739908808761,22.0,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.3,16,22,0.0,1.0,0.7535690289343995,0.3649732620320855,0.4812739908808761,22.0,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.3,18,22,0.0,1.0,0.7535690289343995,0.3649732620320855,0.4812739908808761,22.0,0.8324929971988795,0.7509803921568627,0.46078431372549017,0.0,1.0
0.6,18,20,0.1,0.9,0.6701222277540344,0.38983488132094946,0.48121898770836846,18.029411764705884,0.741654995331466,0.667156862745098,0.41666666666666663,0.0,1.0
0.6,18,22,0.1,0.9,0.6701222277540344,0.38983488132094946,0.48121898770836846,18.029411764705884,0.741654995331466,0.667156862745098,0.41666666666666663,0.0,1.0
0.6,18,24,0.1,0.9,0.6701222277540344,0.38983488132094946,0.48121898770836846,18.029411764705884,0.741654995331466,0.667156862745098,0.41666666666666663,0.0,1.0
0.45,8,20,0.2,0.8,0.6687942922736221,0.38623431193545926,0.4804414127047805,18.323529411764707,0.751984126984127,0.6362745098039215,0.4387254901960784,0.0,1.0
0.45,10,20,0.2,0.8,0.6687942922736221,0.38623431193545926,0.4804414127047805,18.323529411764707,0.751984126984127,0.6362745098039215,0.4387254901960784,0.0,1.0
0.45,12,20,0.2,0.8,0.6687942922736221,0.38623431193545926,0.4804414127047805,18.323529411764707,0.751984126984127,0.6362745098039215,0.4387254901960784,0.0,1.0
0.25,8,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.25,10,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.25,12,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.25,14,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.25,16,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.25,18,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.3,8,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.3,10,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.3,12,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.3,14,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.3,16,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.3,18,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.35,8,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.35,10,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.35,12,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.35,14,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.35,16,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.35,18,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.4,8,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.4,10,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
0.4,12,18,0.1,0.9,0.668392123947806,0.38888888888888884,0.4799117981658848,18.0,0.7383870214752568,0.667156862745098,0.41666666666666663,0.0,1.0
